Geneid1,Geneid,HD1_Blood,HD2_Blood,HD6_Blood,HD1_1H,HD2_1H,HD6_1H,HD1_2H,HD2_2H,HD6_2H,HD1_4H,HD2_4H,HD6_4H,HD1_6H,HD2_6H,HD6_6H
ENSG00000233388,ENSG00000233388,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ENSG00000273044,ENSG00000273044,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ENSG00000100302,ENSG00000100302,0,0,0,4,1,0,4,6,2,4,6,4,8,4,7
ENSG00000198125,ENSG00000198125,0,0,0,34,50,10,76,151,18,72,134,28,123,130,175
ENSG00000268818,ENSG00000268818,0,0,0,2,0,0,2,0,0,0,0,0,0,2,4
ENSG00000221963,ENSG00000221963,2068,2612,2202,1726,1698,1933,1976,1490,1529,1397,2444,685,1762,1710,2176
ENSG00000228587,ENSG00000228587,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000226336,ENSG00000226336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128313,ENSG00000128313,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
ENSG00000100320,ENSG00000100320,2,0,6,235,602,24,1360,1551,168,1601,2788,251,1882,1765,1600
ENSG00000237406,ENSG00000237406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279652,ENSG00000279652,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8
ENSG00000279927,ENSG00000279927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279217,ENSG00000279217,0,0,0,0,0,0,0,0,0,0,4,0,2,5,0
ENSG00000279714,ENSG00000279714,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
ENSG00000279805,ENSG00000279805,6,8,0,0,2,0,2,0,2,0,0,0,2,0,0
ENSG00000128284,ENSG00000128284,139,141,88,95,107,46,45,14,24,28,5,28,9,1,23
ENSG00000233764,ENSG00000233764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231576,ENSG00000231576,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237948,ENSG00000237948,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000225557,ENSG00000225557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237129,ENSG00000237129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229088,ENSG00000229088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100336,ENSG00000100336,12,16,5,2,18,7,16,4,11,13,8,1,24,8,6
ENSG00000128335,ENSG00000128335,3188,3178,4365,2207,1941,1995,1358,375,1211,286,330,1693,309,224,1112
ENSG00000100342,ENSG00000100342,1364,1425,1653,805,643,740,482,74,463,37,18,254,58,16,99
ENSG00000100345,ENSG00000100345,21049,28158,27372,26442,35389,18993,42107,36883,18139,33640,58982,51632,41773,45981,45317
ENSG00000278420,ENSG00000278420,5,8,7,6,3,4,2,0,5,0,0,7,0,0,2
ENSG00000223695,ENSG00000223695,1,0,4,2,0,0,0,0,1,2,0,0,0,0,0
ENSG00000237668,ENSG00000237668,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0
ENSG00000252225,ENSG00000252225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228719,ENSG00000228719,2,4,0,3,8,14,8,0,4,4,6,0,2,0,0
ENSG00000100348,ENSG00000100348,160,179,191,179,399,132,595,626,210,627,808,247,800,673,754
ENSG00000100350,ENSG00000100350,0,6,2,57,107,6,301,257,27,321,334,35,363,210,423
ENSG00000100353,ENSG00000100353,759,781,924,1521,3042,618,5025,5817,844,5514,10017,1442,6542,7221,6550
ENSG00000188078,ENSG00000188078,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000229971,ENSG00000229971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261675,ENSG00000261675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166862,ENSG00000166862,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000234688,ENSG00000234688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000100360,ENSG00000100360,86,60,82,70,130,59,254,244,76,236,273,83,271,232,515
ENSG00000100362,ENSG00000100362,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0
ENSG00000234979,ENSG00000234979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183822,ENSG00000183822,44,40,30,35,11,6,19,0,17,0,0,53,0,0,17
ENSG00000100365,ENSG00000100365,8843,8616,13068,7561,6178,7349,4046,550,4764,162,102,3936,120,67,1791
ENSG00000100368,ENSG00000100368,21172,22423,26390,15987,13465,16060,8990,732,12373,148,2,19147,22,0,6557
ENSG00000232254,ENSG00000232254,108,75,140,71,46,40,25,6,10,0,0,15,0,0,0
ENSG00000215403,ENSG00000215403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185264,ENSG00000185264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128311,ENSG00000128311,238,244,287,196,187,89,246,160,41,155,130,28,226,170,143
ENSG00000252412,ENSG00000252412,4,1,2,4,2,3,4,2,0,0,0,0,0,0,2
ENSG00000128309,ENSG00000128309,115,119,153,152,288,70,404,416,31,389,319,56,482,523,411
ENSG00000100379,ENSG00000100379,12,16,12,4,10,12,2,4,2,1,2,4,8,2,8
ENSG00000201078,ENSG00000201078,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000187045,ENSG00000187045,0,0,1,0,0,0,2,0,2,2,1,0,5,0,0
ENSG00000231467,ENSG00000231467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000100385,ENSG00000100385,225,282,130,179,265,127,188,54,50,97,13,28,39,6,16
ENSG00000235237,ENSG00000235237,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000133466,ENSG00000133466,110,112,82,52,59,54,92,55,34,41,36,58,77,34,248
ENSG00000278195,ENSG00000278195,10,11,40,5,10,21,6,5,16,6,0,34,0,2,24
ENSG00000226233,ENSG00000226233,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1
ENSG00000128340,ENSG00000128340,7342,8612,10174,7513,7235,7123,5965,814,7264,570,508,15534,440,349,5980
ENSG00000100055,ENSG00000100055,13612,11325,18783,11794,8955,12908,6936,739,7978,249,20,9628,66,0,3880
ENSG00000243902,ENSG00000243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237862,ENSG00000237862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166897,ENSG00000166897,0,1,0,4,2,2,9,8,2,4,14,4,15,12,3
ENSG00000272694,ENSG00000272694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100060,ENSG00000100060,1051,1087,993,773,759,482,482,50,252,62,0,174,22,0,65
ENSG00000100065,ENSG00000100065,0,0,0,42,78,0,136,144,21,206,181,10,196,209,178
ENSG00000225867,ENSG00000225867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128283,ENSG00000128283,2,6,0,138,444,6,644,1031,33,747,1722,85,963,1219,357
ENSG00000100079,ENSG00000100079,17,32,6,10,16,4,4,0,2,8,13,0,2,4,8
ENSG00000273866,ENSG00000273866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100083,ENSG00000100083,560,563,661,563,814,904,1049,882,2631,784,1007,2415,937,867,1853
ENSG00000100092,ENSG00000100092,470,600,909,496,484,503,306,59,296,50,41,270,49,23,271
ENSG00000233360,ENSG00000233360,13,7,9,12,12,19,3,0,3,2,4,11,2,0,8
ENSG00000241360,ENSG00000241360,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0
ENSG00000241333,ENSG00000241333,0,0,2,1,2,0,0,0,0,0,0,0,2,0,0
ENSG00000100097,ENSG00000100097,54,59,52,163,602,108,377,548,91,678,607,178,631,606,605
ENSG00000273899,ENSG00000273899,22,37,31,9,32,12,14,26,36,19,5,82,19,21,118
ENSG00000100101,ENSG00000100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100106,ENSG00000100106,1197,1274,1436,1108,1411,802,1531,1001,563,916,1330,287,1281,1391,725
ENSG00000189060,ENSG00000189060,97,112,85,803,3248,215,3658,6528,739,4156,12148,689,4825,7283,3864
ENSG00000100116,ENSG00000100116,2,0,0,47,140,2,200,235,24,206,335,34,319,395,292
ENSG00000128310,ENSG00000128310,0,0,0,0,1,0,2,1,0,0,0,0,1,0,2
ENSG00000100124,ENSG00000100124,56,59,70,89,175,49,254,239,58,255,313,46,341,240,230
ENSG00000284197,ENSG00000284197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207696,ENSG00000207696,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0
ENSG00000100129,ENSG00000100129,312,418,274,629,1340,226,1984,2210,339,2347,3886,428,3009,3037,2694
ENSG00000279738,ENSG00000279738,7,14,18,11,10,20,10,12,3,11,10,4,12,6,24
ENSG00000207227,ENSG00000207227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100139,ENSG00000100139,218,193,207,348,843,128,1441,1493,127,1498,2217,232,1738,2116,708
ENSG00000128346,ENSG00000128346,4,8,3,11,16,5,56,75,6,49,75,8,57,96,31
ENSG00000278948,ENSG00000278948,2,1,2,4,22,2,18,37,1,44,47,7,31,45,12
ENSG00000279010,ENSG00000279010,35,62,23,17,54,32,67,59,9,63,106,10,106,86,84
ENSG00000272582,ENSG00000272582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100142,ENSG00000100142,2,0,4,8,0,2,4,0,0,4,2,0,0,5,0
ENSG00000284289,ENSG00000284289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100146,ENSG00000100146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284266,ENSG00000284266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222044,ENSG00000222044,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
ENSG00000273214,ENSG00000273214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100151,ENSG00000100151,115,129,146,126,176,97,275,253,103,266,258,83,281,255,495
ENSG00000233739,ENSG00000233739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100156,ENSG00000100156,4,0,8,4,15,4,14,11,6,8,10,10,7,5,96
ENSG00000128298,ENSG00000128298,18,18,4,6,15,6,6,10,5,1,5,1,11,9,40
ENSG00000272720,ENSG00000272720,2,2,6,4,5,7,18,4,8,18,6,6,8,8,88
ENSG00000184381,ENSG00000184381,479,492,296,461,430,173,406,184,123,155,199,81,132,126,165
ENSG00000279080,ENSG00000279080,4,4,3,9,3,2,3,8,7,5,2,2,0,0,9
ENSG00000185022,ENSG00000185022,233,213,280,323,671,3741,642,761,5453,452,708,3287,521,534,1483
ENSG00000198792,ENSG00000198792,1102,1050,1293,1128,1269,934,1400,1293,952,1278,1562,955,1459,1275,1518
ENSG00000235246,ENSG00000235246,0,0,4,0,1,0,2,2,0,0,0,1,0,0,0
ENSG00000241693,ENSG00000241693,5,0,0,2,2,4,0,0,2,0,0,1,0,0,4
ENSG00000277385,ENSG00000277385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213923,ENSG00000213923,96,95,121,318,540,107,967,1197,223,1035,1405,290,1263,1303,2064
ENSG00000283900,ENSG00000283900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000244627,ENSG00000244627,82,94,78,34,36,40,16,10,16,12,17,10,4,5,59
ENSG00000229955,ENSG00000229955,2,5,0,0,0,5,0,0,2,0,0,0,2,0,4
ENSG00000228620,ENSG00000228620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168135,ENSG00000168135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100196,ENSG00000100196,15,10,17,39,95,24,92,102,86,163,208,90,135,120,349
ENSG00000100201,ENSG00000100201,17859,20125,20625,9124,9325,11618,6643,3742,9190,3682,5071,13213,4228,3868,12047
ENSG00000100206,ENSG00000100206,0,0,0,2,4,0,4,2,2,6,10,0,8,4,8
ENSG00000224279,ENSG00000224279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184949,ENSG00000184949,0,0,0,2,4,2,3,18,9,12,20,8,6,6,65
ENSG00000100211,ENSG00000100211,13,7,23,26,63,7,123,138,20,101,115,31,147,125,165
ENSG00000230912,ENSG00000230912,2,0,0,0,0,2,0,0,1,0,0,0,2,0,7
ENSG00000228274,ENSG00000228274,4,4,7,7,6,2,4,7,6,7,13,5,3,2,41
ENSG00000100216,ENSG00000100216,27,35,26,116,258,46,444,546,91,619,754,135,636,578,752
ENSG00000100221,ENSG00000100221,266,338,263,472,742,2081,1347,1139,3529,1222,1581,1431,1601,1387,1689
ENSG00000100226,ENSG00000100226,1891,1867,1726,1611,1589,3196,1259,887,7469,611,1099,5016,893,939,1711
ENSG00000229598,ENSG00000229598,24,28,7,0,6,155,0,1,152,6,5,45,3,0,15
ENSG00000100242,ENSG00000100242,2240,2140,2445,1908,2441,1996,2545,2063,3167,2029,1984,3139,2209,2454,2583
ENSG00000244491,ENSG00000244491,6,1,1,1,1,2,1,0,8,0,0,6,0,0,0
ENSG00000230149,ENSG00000230149,53,43,48,41,22,65,26,10,224,0,2,103,0,2,24
ENSG00000273096,ENSG00000273096,9,13,11,11,4,71,6,3,73,1,0,15,0,3,12
ENSG00000225450,ENSG00000225450,15,9,17,16,18,9,7,4,12,0,1,12,2,0,8
ENSG00000272669,ENSG00000272669,185,156,172,129,117,180,83,16,420,11,0,386,4,4,103
ENSG00000273076,ENSG00000273076,13,17,7,7,7,24,5,0,34,0,0,29,0,0,9
ENSG00000100246,ENSG00000100246,79,71,134,78,179,69,266,258,53,289,266,68,343,294,334
ENSG00000221890,ENSG00000221890,14,24,2,4,2,6,4,2,2,4,0,0,0,2,0
ENSG00000183741,ENSG00000183741,413,458,524,462,605,440,1172,1038,460,1159,1215,516,1408,1211,1400
ENSG00000235209,ENSG00000235209,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000128383,ENSG00000128383,11295,9386,8971,8106,6116,6090,4272,560,4307,86,6,3081,20,3,730
ENSG00000179750,ENSG00000179750,103,83,6,85,48,9,48,14,20,6,17,94,3,1,72
ENSG00000249310,ENSG00000249310,2,1,2,5,0,3,1,1,2,0,0,1,0,0,0
ENSG00000244509,ENSG00000244509,131,118,51,82,123,25,79,97,36,105,145,58,132,112,227
ENSG00000284554,ENSG00000284554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243811,ENSG00000243811,5,8,2,5,4,0,1,2,0,1,0,3,0,0,4
ENSG00000128394,ENSG00000128394,48,50,30,25,23,26,37,24,26,36,38,41,15,19,59
ENSG00000259421,ENSG00000259421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239713,ENSG00000239713,318,295,357,229,191,164,111,20,134,44,0,295,12,2,87
ENSG00000225720,ENSG00000225720,1,1,4,0,2,2,8,4,2,0,0,10,0,0,8
ENSG00000100298,ENSG00000100298,9,6,8,2,0,4,2,2,2,2,0,4,2,0,0
ENSG00000100307,ENSG00000100307,1233,1138,1659,677,573,784,507,249,457,171,231,116,242,214,235
ENSG00000226024,ENSG00000226024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279833,ENSG00000279833,190,222,159,34,36,69,24,3,18,6,0,8,2,2,16
ENSG00000227009,ENSG00000227009,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0
ENSG00000100311,ENSG00000100311,8,23,8,54,243,6,377,546,24,469,860,14,616,886,153
ENSG00000224794,ENSG00000224794,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0
ENSG00000100316,ENSG00000100316,2116,2886,1647,6560,15115,1515,23402,26232,2920,30009,31505,3999,35881,34328,27087
ENSG00000209480,ENSG00000209480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000209482,ENSG00000209482,2,0,5,7,3,2,7,5,4,1,1,0,2,3,6
ENSG00000263764,ENSG00000263764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100321,ENSG00000100321,6,14,10,4,4,0,8,0,0,2,0,0,0,0,0
ENSG00000280216,ENSG00000280216,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100324,ENSG00000100324,80,92,45,95,179,34,318,282,30,318,336,32,338,322,453
ENSG00000128268,ENSG00000128268,25,26,20,4,18,9,32,36,3,62,42,4,70,70,20
ENSG00000227188,ENSG00000227188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100335,ENSG00000100335,110,69,76,200,446,56,782,857,114,830,1162,186,1001,1032,1367
ENSG00000128272,ENSG00000128272,1777,1672,2169,4066,5046,2595,7360,7002,3584,6842,7486,3727,8381,7175,6824
ENSG00000187051,ENSG00000187051,163,230,364,287,485,133,815,738,180,830,872,268,969,954,710
ENSG00000100346,ENSG00000100346,67,107,38,50,110,12,69,34,16,22,18,4,34,0,4
ENSG00000176177,ENSG00000176177,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000235647,ENSG00000235647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238875,ENSG00000238875,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000226085,ENSG00000226085,0,0,1,0,3,0,0,1,0,2,0,0,0,2,6
ENSG00000100351,ENSG00000100351,111,152,110,38,78,40,40,18,27,22,2,9,10,0,12
ENSG00000225528,ENSG00000225528,8,4,0,0,0,0,2,0,0,0,0,0,0,0,2
ENSG00000133477,ENSG00000133477,0,0,0,0,1,0,2,12,2,2,2,0,4,2,0
ENSG00000261202,ENSG00000261202,2,0,4,2,2,0,3,0,0,2,0,0,0,0,2
ENSG00000100354,ENSG00000100354,1692,2246,1922,1302,1478,1943,1007,602,1755,459,923,259,513,483,622
ENSG00000228599,ENSG00000228599,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239900,ENSG00000239900,12,7,9,14,15,6,65,46,7,57,83,7,101,69,73
ENSG00000284431,ENSG00000284431,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000100359,ENSG00000100359,27,25,22,12,24,13,29,11,12,4,7,6,8,3,45
ENSG00000229999,ENSG00000229999,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2
ENSG00000196588,ENSG00000196588,1061,1429,1576,936,1149,896,839,432,444,337,623,312,424,440,391
ENSG00000272834,ENSG00000272834,4,0,1,2,0,8,0,0,3,0,0,2,0,0,4
ENSG00000227413,ENSG00000227413,4,8,3,4,2,6,0,0,1,0,0,2,0,0,1
ENSG00000232564,ENSG00000232564,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000172912,ENSG00000172912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230071,ENSG00000230071,4,5,8,12,4,6,7,6,8,10,14,2,6,0,6
ENSG00000231907,ENSG00000231907,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000128285,ENSG00000128285,0,2,1,2,3,0,0,4,0,0,0,0,0,2,0
ENSG00000100372,ENSG00000100372,38,45,38,58,140,21,227,272,36,273,391,68,290,332,361
ENSG00000230769,ENSG00000230769,0,6,0,0,0,0,0,0,0,0,2,0,1,0,2
ENSG00000233603,ENSG00000233603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000266594,ENSG00000266594,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000100380,ENSG00000100380,319,366,292,784,1705,246,2681,3144,391,3015,5801,478,3625,3707,3009
ENSG00000196236,ENSG00000196236,74,109,106,129,178,61,265,270,61,272,357,59,277,246,377
ENSG00000172404,ENSG00000172404,3,0,0,0,4,0,2,0,0,2,0,2,0,2,4
ENSG00000273979,ENSG00000273979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200683,ENSG00000200683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100387,ENSG00000100387,66,62,83,105,258,54,405,476,65,477,479,105,602,536,460
ENSG00000222698,ENSG00000222698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237214,ENSG00000237214,2,2,0,2,1,0,0,1,1,0,0,0,1,2,0
ENSG00000199515,ENSG00000199515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213857,ENSG00000213857,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0
ENSG00000100393,ENSG00000100393,4842,5297,4891,5069,5181,5153,5050,3017,5529,2625,5058,3552,2538,2355,3546
ENSG00000284015,ENSG00000284015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252859,ENSG00000252859,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000232754,ENSG00000232754,2,2,3,7,2,7,0,0,2,0,1,0,2,0,0
ENSG00000231993,ENSG00000231993,21,27,19,19,8,21,11,4,7,8,6,7,4,0,8
ENSG00000215771,ENSG00000215771,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0
ENSG00000100395,ENSG00000100395,74,67,62,170,234,25,469,376,43,357,441,59,503,417,358
ENSG00000235513,ENSG00000235513,0,2,0,4,25,0,42,57,6,42,82,2,41,59,11
ENSG00000100399,ENSG00000100399,0,0,0,0,4,0,3,2,2,9,8,0,10,6,9
ENSG00000100401,ENSG00000100401,156,190,132,554,1176,139,1569,1841,224,1563,1741,236,1788,1852,1866
ENSG00000274552,ENSG00000274552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000100403,ENSG00000100403,118,156,89,366,834,60,1334,1392,166,1432,2157,162,1573,1767,1273
ENSG00000167074,ENSG00000167074,39,60,36,96,247,27,298,392,40,327,442,56,397,436,290
ENSG00000199865,ENSG00000199865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273424,ENSG00000273424,0,1,0,0,0,3,0,2,2,0,0,2,1,0,2
ENSG00000183864,ENSG00000183864,178,255,253,338,644,258,1273,1295,259,1438,2358,215,1722,1560,1203
ENSG00000100410,ENSG00000100410,144,185,248,203,252,159,391,346,200,340,535,247,431,440,511
ENSG00000100412,ENSG00000100412,130,164,172,220,577,142,903,1042,171,987,1509,221,1240,1213,896
ENSG00000100413,ENSG00000100413,41,29,13,132,267,33,546,594,71,590,659,90,715,607,763
ENSG00000172346,ENSG00000172346,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000100417,ENSG00000100417,124,124,173,163,209,85,287,296,70,285,349,44,356,444,265
ENSG00000100418,ENSG00000100418,306,299,274,245,344,131,480,545,195,491,824,372,581,692,643
ENSG00000196419,ENSG00000196419,517,680,796,1267,2663,768,4032,4645,1224,4566,6692,1082,5517,5519,4190
ENSG00000200332,ENSG00000200332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100138,ENSG00000100138,116,150,125,400,988,236,1580,1873,382,1877,2497,407,2231,2462,2174
ENSG00000207457,ENSG00000207457,0,1,0,0,3,4,2,0,2,0,0,0,0,0,0
ENSG00000184208,ENSG00000184208,42,75,42,127,242,52,427,412,48,409,648,54,436,318,343
ENSG00000167077,ENSG00000167077,31,27,27,25,21,18,17,2,85,12,2,155,4,2,59
ENSG00000231261,ENSG00000231261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252603,ENSG00000252603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206813,ENSG00000206813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100147,ENSG00000100147,12,20,0,22,34,8,23,24,44,34,38,40,29,25,77
ENSG00000184068,ENSG00000184068,12,18,9,26,8,18,22,13,13,24,23,13,32,12,51
ENSG00000198911,ENSG00000198911,156,274,182,946,2568,222,3990,5476,617,5256,8258,1207,6461,6351,4587
ENSG00000207932,ENSG00000207932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000234965,ENSG00000234965,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
ENSG00000159958,ENSG00000159958,6,8,28,4,8,35,4,6,19,4,4,8,8,6,23
ENSG00000283829,ENSG00000283829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100162,ENSG00000100162,0,0,4,16,16,0,33,25,4,48,38,14,64,56,77
ENSG00000205704,ENSG00000205704,0,0,0,0,2,0,0,4,0,0,0,0,4,4,8
ENSG00000100167,ENSG00000100167,0,0,0,2,6,0,0,4,0,8,0,0,0,4,0
ENSG00000224883,ENSG00000224883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183066,ENSG00000183066,0,0,0,4,24,0,9,29,0,19,28,2,15,34,31
ENSG00000215347,ENSG00000215347,0,2,0,1,0,0,3,1,0,2,1,0,0,2,4
ENSG00000198951,ENSG00000198951,74,82,64,145,365,22,342,528,80,456,680,110,667,660,709
ENSG00000177096,ENSG00000177096,2,0,2,15,37,0,90,64,22,52,92,24,98,89,129
ENSG00000238498,ENSG00000238498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183172,ENSG00000183172,50,62,18,102,176,18,286,292,21,292,228,48,352,296,264
ENSG00000184983,ENSG00000184983,67,77,78,171,366,61,551,541,98,494,687,160,659,662,503
ENSG00000270083,ENSG00000270083,0,3,0,4,0,2,9,0,2,4,3,0,0,0,2
ENSG00000237037,ENSG00000237037,19,12,17,19,23,19,23,18,18,15,11,5,28,21,33
ENSG00000213790,ENSG00000213790,1,3,0,8,31,0,48,49,7,69,159,8,58,76,83
ENSG00000100197,ENSG00000100197,23,31,35,21,11,44,10,10,23,6,2,15,10,5,28
ENSG00000227370,ENSG00000227370,3,2,6,0,2,4,2,0,2,2,0,2,2,0,4
ENSG00000232710,ENSG00000232710,0,2,2,1,0,1,0,0,3,1,0,0,0,0,2
ENSG00000281538,ENSG00000281538,5,2,9,2,4,2,2,2,6,2,0,0,4,0,1
ENSG00000205702,ENSG00000205702,176,138,157,64,73,79,27,6,38,1,4,31,9,4,29
ENSG00000226450,ENSG00000226450,53,79,67,41,29,41,19,6,25,0,9,11,2,2,15
ENSG00000100207,ENSG00000100207,1765,2000,1920,1905,2027,1480,2033,1500,1039,1426,2423,873,1487,1470,1617
ENSG00000182057,ENSG00000182057,2,0,0,2,11,0,15,20,1,19,20,2,12,21,17
ENSG00000233903,ENSG00000233903,0,1,3,2,3,2,16,12,0,25,24,0,32,40,12
ENSG00000273366,ENSG00000273366,1,0,0,4,12,0,22,8,0,4,13,2,21,10,8
ENSG00000229891,ENSG00000229891,0,2,0,0,0,3,2,0,2,0,0,2,0,0,6
ENSG00000235568,ENSG00000235568,9914,10071,13142,5800,4611,8964,3303,289,5928,58,4,7019,12,2,2866
ENSG00000230107,ENSG00000230107,8,5,21,6,3,3,2,0,4,0,0,34,0,0,13
ENSG00000172250,ENSG00000172250,0,1,0,5,10,4,16,4,5,9,13,5,27,17,30
ENSG00000189306,ENSG00000189306,88,85,52,191,419,37,648,733,105,752,898,175,881,1035,879
ENSG00000183569,ENSG00000183569,5,6,4,1,10,4,7,6,3,6,6,12,11,7,33
ENSG00000182841,ENSG00000182841,26,26,21,14,32,22,37,43,24,18,45,24,37,29,114
ENSG00000202058,ENSG00000202058,1,0,0,0,2,2,3,2,1,2,0,0,3,8,4
ENSG00000251913,ENSG00000251913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100227,ENSG00000100227,886,934,1047,924,1215,590,1584,1305,571,1362,1826,749,1556,1407,1804
